tourney_name,tourney_date,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,round,minutes,w_ace,w_df,w_svpt,w_1st_in,w_1st_won,w_2nd_won,w_sv_gms,w_bp_saved,w_bp_faced,l_ace,l_df,l_svpt,l_1st_in,l_1st_won,l_2nd_won,l_sv_gms,l_bp_saved,l_bp_faced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
Roland Garros,2021-05-31,126610,9,NA,Matteo Berrettini,R,196,ITA,25.1,103819,8,NA,Roger Federer,R,185,SUI,39.8,W/O,R16,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,3958,8,5605
Roland Garros,2021-05-31,104745,3,NA,Rafael Nadal,L,185,ESP,34.9,206173,18,NA,Jannik Sinner,R,188,ITA,19.7,7-5 6-3 6-0,R16,137,4,7,83,48,39,15,14,3,7,0,4,76,50,21,10,13,5,14,3,9630,19,2500
Roland Garros,2021-05-31,106043,10,NA,Diego Schwartzman,R,170,ARG,28.7,105526,NA,NA,Jan Lennard Struff,R,193,GER,31,7-6(9) 6-4 7-5,R16,182,0,4,130,95,57,17,17,8,14,13,5,135,72,46,25,17,7,15,10,3465,42,1500
Roland Garros,2021-05-31,100644,6,NA,Alexander Zverev,R,198,GER,24.1,105453,NA,NA,Kei Nishikori,R,178,JPN,31.4,6-4 6-1 6-1,R16,114,5,2,66,47,32,13,12,2,4,0,0,88,53,21,17,12,3,11,6,6990,49,1318
Roland Garros,2021-05-31,200221,NA,NA,Alejandro Davidovich Fokina,R,183,ESP,21.9,105643,NA,NA,Federico Delbonis,L,190,ARG,30.6,6-4 6-4 4-6 6-4,R16,176,2,3,113,74,52,19,20,7,12,1,5,129,79,51,23,20,9,16,46,1408,51,1225
Roland Garros,2021-05-31,126774,5,NA,Stefanos Tsitsipas,R,193,GRE,22.8,105807,12,NA,Pablo Carreno Busta,R,188,ESP,29.8,6-3 6-2 7-5,R16,127,6,0,95,63,47,19,15,5,6,1,1,86,63,39,10,14,7,12,5,7500,12,3085
Roland Garros,2021-05-31,106421,2,NA,Daniil Medvedev,R,198,RUS,25.3,106426,22,NA,Cristian Garin,R,185,CHI,25,6-2 6-1 7-5,R16,124,14,6,78,44,38,18,14,1,2,0,3,92,59,33,14,13,5,11,2,9793,23,2350
Roland Garros,2021-05-31,104925,1,NA,Novak Djokovic,R,188,SRB,34,126610,9,NA,Matteo Berrettini,R,196,ITA,25.1,6-3 6-2 6-7(5) 7-5,QF,208,10,1,132,92,71,26,21,3,3,11,3,144,94,67,21,20,5,9,1,11313,9,3958
Roland Garros,2021-05-31,104745,3,NA,Rafael Nadal,L,185,ESP,34.9,106043,10,NA,Diego Schwartzman,R,170,ARG,28.7,6-3 4-6 6-4 6-0,QF,165,6,3,91,60,44,21,18,1,4,3,3,94,59,35,16,17,7,14,3,9630,10,3465
Roland Garros,2021-05-31,100644,6,NA,Alexander Zverev,R,198,GER,24.1,200221,NA,NA,Alejandro Davidovich Fokina,R,183,ESP,21.9,6-4 6-1 6-1,QF,96,3,3,62,34,26,16,12,3,6,0,3,73,44,21,9,12,6,15,6,6990,46,1408
Roland Garros,2021-05-31,126774,5,NA,Stefanos Tsitsipas,R,193,GRE,22.8,106421,2,NA,Daniil Medvedev,R,198,RUS,25.3,6-3 7-6(3) 7-5,QF,139,3,1,102,66,48,27,17,6,8,5,0,107,72,43,21,16,3,7,5,7500,2,9793
Roland Garros,2021-05-31,104925,1,NA,Novak Djokovic,R,188,SRB,34,104745,3,NA,Rafael Nadal,L,185,ESP,34.9,3-6 6-3 7-6(4) 6-2,SF,251,6,3,133,85,55,24,19,10,16,6,8,133,86,51,19,19,14,22,1,11313,3,9630
Roland Garros,2021-05-31,126774,5,NA,Stefanos Tsitsipas,R,193,GRE,22.8,100644,6,NA,Alexander Zverev,R,198,GER,24.1,6-3 6-3 4-6 4-6 6-3,SF,217,8,3,138,94,71,23,24,3,6,11,7,142,99,74,17,23,9,14,5,7500,6,6990
Roland Garros,2021-05-31,104925,1,NA,Novak Djokovic,R,188,SRB,34,126774,5,NA,Stefanos Tsitsipas,R,193,GRE,22.8,6-7(6) 2-6 6-3 6-2 6-4,F,251,5,3,134,91,71,23,24,5,8,14,4,177,109,73,34,23,11,16,1,11313,5,7500
Wimbledon,2021-06-28,104925,1,NA,Novak Djokovic,R,188,SRB,34.1,207733,NA,WC,Jack Draper,L,191,GBR,19.5,4-6 6-1 6-2 6-2,R128,120,25,1,81,63,55,12,17,2,3,4,6,106,60,42,18,16,9,15,1,12113,253,255
Wimbledon,2021-06-28,104731,NA,NA,Kevin Anderson,R,203,RSA,35.1,144642,NA,Q,Tomas Barrios Vera,R,191,CHI,23.5,6-7(4) 6-4 6-4 7-6(4),R128,187,41,1,140,94,82,24,23,2,2,5,1,135,100,76,22,23,6,8,102,753,209,334
Wimbledon,2021-06-28,104312,NA,NA,Andreas Seppi,R,190,ITA,37.3,105311,NA,NA,Joao Sousa,R,185,POR,32.2,4-6 6-4 7-5 6-2,R128,192,14,4,149,86,56,35,20,18,21,6,0,146,104,61,23,20,8,14,90,863,120,682
Wimbledon,2021-06-28,106045,NA,Q,Denis Kudla,R,180,USA,28.8,200221,30,NA,Alejandro Davidovich Fokina,R,183,ESP,22,5-7 4-6 7-6(4) 6-3 6-3,R128,198,13,8,147,78,58,36,26,7,13,9,12,162,110,75,22,27,6,13,114,698,35,1723
Wimbledon,2021-06-28,106426,17,NA,Cristian Garin,R,185,CHI,25,126523,NA,Q,Bernabe Zapata Miralles,R,185,ESP,24.4,6-7(6) 6-3 3-6 6-3 6-2,R128,190,14,4,156,114,89,18,25,6,8,4,5,166,98,66,36,23,16,21,20,2440,125,650
Wimbledon,2021-06-28,117360,NA,Q,Marc Polmans,R,188,AUS,24.1,104229,NA,NA,Yen Hsun Lu,R,180,TPE,37.8,6-2 7-5 4-6 6-1,R128,147,8,3,113,80,61,16,19,2,5,4,3,104,70,40,18,18,3,10,154,467,625,45
Wimbledon,2021-06-28,124079,NA,NA,Pedro Martinez,R,185,ESP,24.1,105882,NA,NA,Stefano Travaglia,R,185,ITA,29.5,6-3 2-6 6-4 6-4,R128,163,3,2,118,68,44,29,19,6,11,13,5,119,66,51,19,18,10,16,107,736,88,870
Wimbledon,2021-06-28,104792,13,NA,Gael Monfils,R,193,FRA,34.8,106331,NA,Q,Christopher Oconnell,R,183,AUS,27,4-6 6-2 7-6(5) 4-6 6-4,R128,205,14,11,168,107,82,30,26,6,9,2,3,166,107,74,30,25,9,13,17,2568,130,609
Wimbledon,2021-06-28,106043,9,NA,Diego Schwartzman,R,170,ARG,28.8,105332,NA,NA,Benoit Paire,R,196,FRA,32.1,6-3 6-4 6-0,R128,91,0,0,68,43,34,17,13,1,2,7,9,93,48,29,18,12,9,15,11,3060,46,1387
Wimbledon,2021-06-28,106281,NA,WC,Liam Broady,L,183,GBR,27.4,106065,NA,NA,Marco Cecchinato,R,185,ITA,28.7,6-3 6-4 6-0,R128,108,8,1,89,67,50,12,13,6,6,4,5,73,45,26,12,12,6,11,143,509,86,878
Wimbledon,2021-06-28,106210,NA,NA,Jiri Vesely,L,198,CZE,27.9,105870,NA,NA,Yannick Hanfmann,R,193,GER,29.6,6-1 7-5 7-6(5),R128,133,9,3,89,57,47,23,16,0,0,9,2,96,62,45,19,16,4,7,72,954,99,793
Wimbledon,2021-06-28,105916,NA,NA,Marton Fucsovics,R,188,HUN,29.3,206173,19,NA,Jannik Sinner,R,188,ITA,19.8,5-7 6-3 7-5 6-3,R128,184,6,8,139,74,56,28,21,6,12,2,5,132,75,49,24,21,10,19,48,1344,23,2320
Wimbledon,2021-06-28,104926,26,NA,Fabio Fognini,R,178,ITA,34,105077,NA,NA,Albert Ramos,L,188,ESP,33.4,7-6(4) 6-2 6-4,R128,117,6,5,96,59,49,19,15,2,3,3,1,97,59,37,21,16,3,7,31,1868,39,1595
Wimbledon,2021-06-28,111513,NA,NA,Laslo Djere,R,188,SRB,26,104655,NA,NA,Pablo Cuevas,R,180,URU,35.4,5-7 6-4 6-4 6-4,R128,138,8,5,122,77,62,24,21,4,5,11,10,108,79,64,13,21,1,4,55,1168,84,881
Wimbledon,2021-06-28,144750,NA,NA,Lloyd Harris,R,193,RSA,24.3,105575,NA,NA,Ricardas Berankis,R,175,LTU,31,6-3 6-4 7-6(6),R128,150,24,4,113,82,65,13,17,2,3,2,5,128,83,58,20,15,10,13,51,1268,80,895
Wimbledon,2021-06-28,126094,5,NA,Andrey Rublev,R,188,RUS,23.6,105643,NA,NA,Federico Delbonis,L,190,ARG,30.7,4-6 6-4 6-1 6-2,R128,135,11,2,104,65,51,21,18,3,5,7,7,114,67,43,21,17,7,13,7,6120,47,1360
Wimbledon,2021-06-28,126207,NA,NA,Frances Tiafoe,R,188,USA,23.4,126774,3,NA,Stefanos Tsitsipas,R,193,GRE,22.8,6-4 6-4 6-3,R128,122,7,3,103,67,46,24,14,7,7,15,1,78,54,41,10,15,4,8,57,1148,4,7980
Wimbledon,2021-06-28,105577,NA,NA,Vasek Pospisil,R,193,CAN,31,106148,NA,NA,Roberto Carballes Baena,R,183,ESP,28.2,6-3 6-3 6-3,R128,104,18,0,77,50,41,17,14,4,5,5,3,81,51,33,12,13,7,12,65,1071,100,786
Wimbledon,2021-06-28,106078,NA,NA,Egor Gerasimov,R,196,BLR,28.6,126652,NA,WC,Jay Clarke,R,183,GBR,22.9,6-3 3-6 7-6(5) 6-2,R128,166,13,2,126,89,71,16,20,7,9,6,6,124,67,48,32,19,10,14,73,941,230,301
Wimbledon,2021-06-28,111575,25,NA,Karen Khachanov,R,198,RUS,25.1,111456,NA,Q,Mackenzie Mcdonald,R,178,USA,26.2,3-6 6-3 6-4 7-6(3),R128,170,15,1,134,91,64,25,21,14,17,13,6,130,79,58,25,20,4,8,29,1965,108,735
Wimbledon,2021-06-28,105554,22,NA,Daniel Evans,R,175,GBR,31,103852,NA,NA,Feliciano Lopez,L,188,ESP,39.7,7-6(4) 6-2 7-5,R128,124,9,3,93,61,54,18,17,3,3,13,4,91,54,41,18,16,1,4,26,2151,89,865
Wimbledon,2021-06-28,105583,NA,NA,Dusan Lajovic,R,180,SRB,30.9,104468,NA,NA,Gilles Simon,R,183,FRA,36.5,6-4 7-5 3-6 4-6 6-3,R128,241,3,3,163,114,74,30,24,7,11,8,6,165,111,79,24,24,11,16,42,1540,97,801
Wimbledon,2021-06-28,126156,NA,Q,Antoine Hoang,R,183,FRA,25.6,111190,NA,Q,Zhizhen Zhang,R,193,CHN,24.6,4-6 7-6(5) 6-7(5) 6-3 6-2,R128,221,6,4,156,114,87,23,27,3,6,13,1,171,111,83,29,26,7,12,156,456,175,412
Wimbledon,2021-06-28,200624,NA,NA,Sebastian Korda,R,196,USA,20.9,200282,15,NA,Alex De Minaur,R,183,AUS,22.3,6-3 6-4 6-7(5) 7-6(5),R128,205,10,4,143,89,68,32,23,7,9,3,7,164,103,68,33,22,15,19,50,1272,15,2690
Wimbledon,2021-06-28,133430,10,NA,Denis Shapovalov,L,185,CAN,22.2,104259,NA,NA,Philipp Kohlschreiber,R,178,GER,37.7,6-4 4-6 6-3 5-7 6-4,R128,215,14,16,164,91,70,37,26,10,13,3,3,147,88,69,29,25,8,12,12,2915,115,697
Wimbledon,2021-06-28,104665,NA,NA,Pablo Andujar,R,180,ESP,35.4,105732,NA,NA,Pierre Hugues Herbert,R,188,FRA,30.2,7-6(7) 4-6 7-6(7) 5-7 8-6,R128,302,1,8,227,145,89,41,31,10,19,28,26,220,113,90,42,31,11,19,70,1005,101,785
Wimbledon,2021-06-28,106214,NA,Q,Oscar Otte,R,196,GER,27.9,126239,NA,Q,Arthur Rinderknech,R,196,FRA,25.9,4-6 6-3 6-2 6-7(5) 13-12(2),R128,237,24,8,187,125,105,34,30,5,7,27,4,205,139,104,30,30,7,11,151,479,109,734
Wimbledon,2021-06-28,104918,NA,WC,Andy Murray,R,190,GBR,34.1,105932,24,NA,Nikoloz Basilashvili,R,185,GEO,29.3,6-4 6-3 5-7 6-3,R128,212,17,0,122,71,51,25,20,5,10,5,5,131,78,51,18,20,6,14,118,685,28,1985
Wimbledon,2021-06-28,136440,NA,NA,Dominik Koepfer,L,180,GER,27.1,124187,27,NA,Reilly Opelka,R,211,USA,23.8,6-4 7-6(3) 6-2,R128,119,7,4,99,59,49,24,16,3,3,19,1,88,55,42,14,15,0,3,62,1108,32,1806
Wimbledon,2021-06-28,126952,NA,NA,Soon Woo Kwon,R,180,KOR,23.5,109054,NA,Q,Daniel Masur,R,183,GER,26.6,6-7(2) 6-3 6-4 6-4,R128,154,14,6,131,84,68,23,21,2,3,10,4,121,80,57,20,21,6,10,71,986,222,316
Wimbledon,2021-06-28,200175,NA,NA,Miomir Kecmanovic,R,183,SRB,21.8,105487,NA,NA,Facundo Bagnis,L,183,ARG,31.3,6-4 3-6 6-3 7-6(1),R128,162,8,3,113,71,56,24,20,2,4,14,7,136,78,57,28,21,13,16,49,1309,92,828
Wimbledon,2021-06-28,105138,8,NA,Roberto Bautista Agut,R,183,ESP,33.2,105357,NA,NA,John Millman,R,183,AUS,32,6-2 3-6 6-3 7-6(4),R128,183,3,1,112,68,47,26,20,2,5,9,1,116,73,50,19,19,2,7,10,3125,43,1521
Wimbledon,2021-06-28,126610,7,NA,Matteo Berrettini,R,196,ITA,25.2,105550,NA,NA,Guido Pella,L,185,ARG,31.1,6-4 3-6 6-4 6-0,R128,136,20,3,88,54,45,21,17,0,1,4,4,112,75,48,18,18,3,8,9,4468,59,1114
Wimbledon,2021-06-28,122298,NA,LL,Botic Van De Zandschulp,R,188,NED,25.7,106296,NA,Q,Gregoire Barrere,R,183,FRA,27.3,6-2 6-7(4) 6-1 7-6(3),R128,160,14,8,129,78,60,28,22,1,4,4,2,131,85,56,21,19,12,19,139,540,131,607
Wimbledon,2021-06-28,105379,NA,NA,Aljaz Bedene,R,181,SLO,31.9,144895,NA,NA,Corentin Moutet,L,178,FRA,22.1,6-4 6-4 6-0,R128,102,5,0,70,44,37,15,13,4,5,1,1,72,49,28,10,13,3,9,64,1089,83,883
Wimbledon,2021-06-28,106415,NA,NA,Yoshihito Nishioka,L,170,JPN,25.7,104545,28,NA,John Isner,R,206,USA,36.1,7-6(5) 2-6 6-3 6-7(3) 6-4,R128,198,3,4,158,113,81,30,27,4,6,36,2,148,92,75,33,26,2,4,58,1142,33,1775
Wimbledon,2021-06-28,104871,NA,NA,Jeremy Chardy,R,188,FRA,34.3,106234,20,NA,Aslan Karatsev,R,185,RUS,27.8,7-6(4) 7-6(6) 6-3,R128,147,18,1,101,66,52,26,18,4,4,8,4,118,78,55,21,17,7,8,61,1111,24,2304
Wimbledon,2021-06-28,125802,NA,NA,Ilya Ivashka,R,193,BLR,27.3,144719,NA,NA,Jaume Munar,R,183,ESP,24.1,6-1 7-5 7-6(5),R128,146,7,3,95,47,40,25,16,1,2,4,8,114,65,43,23,16,9,14,79,900,69,1009
Wimbledon,2021-06-28,105453,NA,NA,Kei Nishikori,R,178,JPN,31.4,200615,NA,NA,Alexei Popyrin,R,196,AUS,21.8,6-4 6-4 6-4,R128,118,6,2,90,56,41,25,15,7,7,10,4,100,57,40,21,15,8,11,53,1183,67,1027
Wimbledon,2021-06-28,111442,NA,NA,Jordan Thompson,R,183,AUS,27.1,134770,12,NA,Casper Ruud,R,183,NOR,22.5,7-6(6) 7-6(3) 2-6 2-6 6-2,R128,243,8,2,157,82,63,42,25,13,18,10,5,155,98,71,32,25,4,7,78,902,14,2690
Wimbledon,2021-06-28,200000,16,NA,Felix Auger Aliassime,R,193,CAN,20.8,106329,NA,NA,Thiago Monteiro,L,183,BRA,27,6-3 6-3 6-3,R128,127,8,0,69,46,40,16,14,0,0,6,2,106,68,39,19,13,9,13,19,2468,81,891
