tourney_name,tourney_date,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,round,minutes,w_ace,w_df,w_svpt,w_1st_in,w_1st_won,w_2nd_won,w_sv_gms,w_bp_saved,w_bp_faced,l_ace,l_df,l_svpt,l_1st_in,l_1st_won,l_2nd_won,l_sv_gms,l_bp_saved,l_bp_faced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
Australian Open,2015-01-19,104745,3,NA,Rafael Nadal,L,185,ESP,28.6,105065,NA,Q,Tim Smyczek,R,175,USA,27,6-2 3-6 6-7(2) 6-3 7-5,R64,252,3,7,154,98,68,29,26,2,7,15,1,156,102,66,29,24,9,16,3,6585,112,502
Australian Open,2015-01-19,104918,6,NA,Andy Murray,R,190,GBR,27.6,104594,NA,NA,Marinko Matosevic,R,194,AUS,29.4,6-1 6-3 6-2,R64,102,5,2,63,39,33,14,12,1,2,3,6,83,43,26,14,12,7,14,6,4675,81,628
Australian Open,2015-01-19,105311,NA,NA,Joao Sousa,R,185,POR,25.8,105373,32,NA,Martin Klizan,L,190,SVK,25.5,4-6 7-6(4) 6-4 1-0 RET,R64,151,8,1,98,68,49,16,16,7,10,11,9,128,71,49,28,17,13,17,55,822,34,1133
Australian Open,2015-01-19,104571,NA,NA,Marcos Baghdatis,R,183,CYP,29.5,105676,20,NA,David Goffin,R,180,BEL,24.1,6-1 6-4 4-6 6-0,R64,152,16,4,130,75,54,24,17,5,9,5,10,99,47,27,16,16,7,16,78,658,22,1669
Australian Open,2015-01-19,105777,10,NA,Grigor Dimitrov,R,188,BUL,23.6,105041,NA,NA,Lukas Lacko,R,185,SVK,27.2,6-3 6-7(10) 6-3 6-3,R64,169,14,4,118,66,57,28,20,4,7,8,2,148,92,55,28,19,13,20,11,3645,99,553
Australian Open,2015-01-19,104291,NA,NA,Malek Jaziri,R,185,TUN,30.9,104273,NA,NA,Edouard Roger Vasselin,R,188,FRA,31.1,1-6 6-3 6-4 1-6 6-3,R64,176,10,3,141,71,51,35,21,12,17,17,5,119,85,65,16,21,6,10,75,676,119,470
Australian Open,2015-01-19,106401,NA,NA,Nick Kyrgios,R,193,AUS,19.7,103333,23,NA,Ivo Karlovic,R,208,CRO,35.8,7-6(4) 6-4 5-7 6-4,R64,140,24,4,119,77,60,31,22,1,2,39,6,110,74,65,23,22,4,6,53,830,27,1365
Australian Open,2015-01-19,104312,NA,NA,Andreas Seppi,R,190,ITA,30.9,104871,29,NA,Jeremy Chardy,R,188,FRA,27.9,7-5 3-6 6-2 6-1,R64,152,8,1,116,75,57,22,18,4,6,17,10,129,76,56,16,18,9,15,46,915,31,1195
Australian Open,2015-01-19,103819,2,NA,Roger Federer,R,185,SUI,33.4,104620,NA,NA,Simone Bolelli,R,183,ITA,29.2,3-6 6-3 6-2 6-2,R64,129,16,0,92,64,50,20,17,0,1,8,3,109,57,36,28,17,6,11,2,9875,48,864
Australian Open,2015-01-19,104925,1,NA,Novak Djokovic,R,188,SRB,27.6,104269,31,NA,Fernando Verdasco,L,188,ESP,31.1,7-6(8) 6-3 6-4,R32,141,11,0,91,66,54,17,16,3,3,16,5,123,76,58,17,15,12,14,1,11405,33,1135
Australian Open,2015-01-19,104180,NA,NA,Gilles Muller,L,193,LUX,31.6,104545,19,NA,John Isner,R,206,USA,29.7,7-6(4) 7-6(6) 6-4,R32,133,23,3,97,59,53,28,17,1,1,30,2,113,87,69,13,17,5,6,42,964,21,1685
Australian Open,2015-01-19,103852,12,NA,Feliciano Lopez,L,188,ESP,33.3,105668,NA,NA,Jerzy Janowicz,R,203,POL,24.1,7-6(6) 6-4 7-6(3),R32,153,19,4,123,64,51,35,17,10,11,11,5,115,73,54,20,17,6,8,14,2130,44,925
Australian Open,2015-01-19,105683,8,NA,Milos Raonic,R,196,CAN,24,103794,NA,NA,Benjamin Becker,R,178,GER,33.5,6-4 6-3 6-3,R32,101,22,5,73,52,43,11,14,2,3,7,2,92,65,40,13,14,9,14,8,4575,41,973
Australian Open,2015-01-19,104527,4,NA,Stan Wawrinka,R,183,SUI,29.8,103813,NA,NA,Jarkko Nieminen,L,185,FIN,33.4,6-4 6-2 6-4,R32,109,9,2,78,42,38,17,14,1,3,4,5,103,69,38,16,14,10,16,4,5370,72,693
Australian Open,2015-01-19,104198,NA,NA,Guillermo Garcia Lopez,R,188,ESP,31.6,105577,NA,NA,Vasek Pospisil,R,193,CAN,24.5,6-2 6-4 6-4,R32,120,3,4,92,38,27,35,14,5,6,7,3,75,47,32,11,14,3,8,37,1020,60,785
Australian Open,2015-01-19,103970,9,NA,David Ferrer,R,175,ESP,32.7,104468,18,NA,Gilles Simon,R,183,FRA,30,6-2 7-5 5-7 7-6(4),R32,217,4,5,138,88,55,24,22,5,12,3,4,147,86,50,28,22,7,16,10,4145,20,1730
Australian Open,2015-01-19,105453,5,NA,Kei Nishikori,R,178,JPN,25,105449,NA,NA,Steve Johnson,R,188,USA,25,6-7(7) 6-1 6-2 6-3,R32,149,15,5,120,78,58,25,18,6,7,8,8,122,73,51,17,18,3,10,5,5025,38,993
Australian Open,2015-01-19,104607,7,NA,Tomas Berdych,R,196,CZE,29.3,104678,NA,NA,Viktor Troicki,R,193,SRB,28.9,6-4 6-3 6-4,R32,111,20,0,77,44,39,22,15,0,0,11,5,100,72,50,8,14,9,12,7,4660,54,826
Australian Open,2015-01-19,106071,NA,NA,Bernard Tomic,R,193,AUS,22.2,105032,NA,NA,Sam Groth,R,193,AUS,27.2,6-4 7-6(8) 6-3,R32,103,9,2,91,68,56,14,16,0,0,16,6,92,60,49,13,15,2,4,66,737,82,625
Australian Open,2015-01-19,104731,14,NA,Kevin Anderson,R,203,RSA,28.6,104755,24,NA,Richard Gasquet,R,185,FRA,28.5,6-4 7-6(3) 7-6(6),R32,144,18,3,106,73,61,18,17,5,6,5,4,104,59,47,24,17,0,2,15,2125,28,1350
Australian Open,2015-01-19,104745,3,NA,Rafael Nadal,L,185,ESP,28.6,104534,NA,NA,Dudi Sela,R,175,ISR,29.7,6-1 6-0 7-5,R32,124,4,0,75,51,39,15,12,7,7,2,1,86,51,30,13,13,11,18,3,6585,106,520
Australian Open,2015-01-19,104918,6,NA,Andy Murray,R,190,GBR,27.6,105311,NA,NA,Joao Sousa,R,185,POR,25.8,6-1 6-1 7-5,R32,126,9,3,74,42,34,20,13,1,2,0,3,96,55,30,19,13,7,14,6,4675,55,822
Australian Open,2015-01-19,105777,10,NA,Grigor Dimitrov,R,188,BUL,23.6,104571,NA,NA,Marcos Baghdatis,R,183,CYP,29.5,4-6 6-3 3-6 6-3 6-3,R32,208,6,9,155,98,73,29,23,8,10,16,10,154,92,60,36,23,14,18,11,3645,78,658
Australian Open,2015-01-19,106401,NA,NA,Nick Kyrgios,R,193,AUS,19.7,104291,NA,NA,Malek Jaziri,R,185,TUN,30.9,6-3 7-6(6) 6-1,R32,118,27,2,101,72,58,14,15,3,3,6,2,90,47,34,21,13,5,8,53,830,75,676
Australian Open,2015-01-19,104312,NA,NA,Andreas Seppi,R,190,ITA,30.9,103819,2,NA,Roger Federer,R,185,SUI,33.4,6-4 7-6(5) 4-6 7-6(5),R32,177,4,4,151,86,67,32,22,7,10,15,9,138,82,66,27,22,2,5,46,915,2,9875
Australian Open,2015-01-19,104925,1,NA,Novak Djokovic,R,188,SRB,27.6,104180,NA,NA,Gilles Muller,L,193,LUX,31.6,6-4 7-5 7-5,R16,128,13,4,92,65,53,18,17,4,4,8,0,105,65,47,21,17,8,11,1,11405,42,964
Australian Open,2015-01-19,105683,8,NA,Milos Raonic,R,196,CAN,24,103852,12,NA,Feliciano Lopez,L,188,ESP,33.3,6-4 4-6 6-3 6-7(7) 6-3,R16,185,30,3,144,107,85,22,26,2,3,21,5,169,107,78,32,24,10,13,8,4575,14,2130
Australian Open,2015-01-19,104527,4,NA,Stan Wawrinka,R,183,SUI,29.8,104198,NA,NA,Guillermo Garcia Lopez,R,188,ESP,31.6,7-6(2) 6-4 4-6 7-6(8),R16,182,16,3,134,86,66,24,22,5,9,5,4,142,86,60,29,22,9,13,4,5370,37,1020
Australian Open,2015-01-19,105453,5,NA,Kei Nishikori,R,178,JPN,25,103970,9,NA,David Ferrer,R,175,ESP,32.7,6-3 6-3 6-3,R16,127,7,3,96,54,38,25,13,5,6,2,5,108,70,39,16,14,11,17,5,5025,10,4145
Australian Open,2015-01-19,104607,7,NA,Tomas Berdych,R,196,CZE,29.3,106071,NA,NA,Bernard Tomic,R,193,AUS,22.2,6-2 7-6(3) 6-2,R16,121,17,4,88,46,39,25,14,1,1,6,2,105,69,50,12,14,9,13,7,4660,66,737
Australian Open,2015-01-19,104745,3,NA,Rafael Nadal,L,185,ESP,28.6,104731,14,NA,Kevin Anderson,R,203,RSA,28.6,7-5 6-1 6-4,R16,126,3,3,88,59,46,19,15,6,6,8,3,73,53,36,13,14,2,6,3,6585,15,2125
Australian Open,2015-01-19,104918,6,NA,Andy Murray,R,190,GBR,27.6,105777,10,NA,Grigor Dimitrov,R,188,BUL,23.6,6-4 6-7(5) 6-3 7-5,R16,212,12,4,136,91,70,18,22,4,8,4,3,153,108,73,14,21,12,19,6,4675,11,3645
Australian Open,2015-01-19,106401,NA,NA,Nick Kyrgios,R,193,AUS,19.7,104312,NA,NA,Andreas Seppi,R,190,ITA,30.9,5-7 4-6 6-3 7-6(5) 8-6,R16,214,25,7,187,116,87,37,29,9,12,23,4,178,115,85,33,28,6,9,53,830,46,915
Australian Open,2015-01-19,104925,1,NA,Novak Djokovic,R,188,SRB,27.6,105683,8,NA,Milos Raonic,R,196,CAN,24,7-6(5) 6-4 6-2,QF,120,8,2,78,54,48,18,15,0,0,17,2,99,67,48,17,15,8,11,1,11405,8,4575
Australian Open,2015-01-19,104527,4,NA,Stan Wawrinka,R,183,SUI,29.8,105453,5,NA,Kei Nishikori,R,178,JPN,25,6-3 6-4 7-6(6),QF,124,21,4,91,56,48,19,16,3,4,6,2,94,58,43,18,15,8,11,4,5370,5,5025
Australian Open,2015-01-19,104607,7,NA,Tomas Berdych,R,196,CZE,29.3,104745,3,NA,Rafael Nadal,L,185,ESP,28.6,6-2 6-0 7-6(5),QF,133,11,0,87,58,48,13,13,4,4,3,6,82,61,39,6,13,5,10,7,4660,3,6585
Australian Open,2015-01-19,104918,6,NA,Andy Murray,R,190,GBR,27.6,106401,NA,NA,Nick Kyrgios,R,193,AUS,19.7,6-3 7-6(5) 6-3,QF,125,12,1,87,60,48,18,16,1,2,9,3,110,69,45,21,14,6,9,6,4675,53,830
Australian Open,2015-01-19,104925,1,NA,Novak Djokovic,R,188,SRB,27.6,104527,4,NA,Stan Wawrinka,R,183,SUI,29.8,7-6(1) 3-6 6-4 4-6 6-0,SF,210,5,3,135,88,61,28,23,3,8,10,4,158,94,60,33,24,10,17,1,11405,4,5370
Australian Open,2015-01-19,104918,6,NA,Andy Murray,R,190,GBR,27.6,104607,7,NA,Tomas Berdych,R,196,CZE,29.3,6-7(6) 6-0 6-3 7-5,SF,206,16,2,130,85,64,24,20,2,3,6,6,127,75,50,26,19,4,10,6,4675,7,4660
Australian Open,2015-01-19,104925,1,NA,Novak Djokovic,R,188,SRB,27.6,104918,6,NA,Andy Murray,R,190,GBR,27.6,7-6(5) 6-7(4) 6-3 6-0,F,219,9,1,136,81,48,34,20,7,12,10,3,118,77,50,14,19,7,16,1,11405,6,4675
Roland Garros,2015-05-24,104925,1,NA,Novak Djokovic,R,188,SRB,28,103813,NA,NA,Jarkko Nieminen,L,185,FIN,33.8,6-2 7-5 6-2,R128,123,6,1,87,65,47,13,14,5,6,2,0,95,52,36,15,14,7,13,1,13845,87,603
Roland Garros,2015-05-24,104180,NA,NA,Gilles Muller,L,193,LUX,32,103893,NA,NA,Paolo Lorenzi,R,183,ITA,33.4,4-6 4-6 7-6(1) 7-6(5) 6-4,R128,242,19,4,168,106,84,30,27,7,12,11,4,177,111,80,36,27,6,10,55,868,86,617
Roland Garros,2015-05-24,106423,NA,WC,Thanasi Kokkinakis,R,196,AUS,19.1,105932,NA,Q,Nikoloz Basilashvili,R,185,GEO,23.2,3-6 6-4 7-6(4) 6-2,R128,175,15,4,122,75,57,21,19,8,12,6,8,140,89,53,24,20,8,14,84,619,160,323
Roland Garros,2015-05-24,106071,27,NA,Bernard Tomic,R,193,AUS,22.5,104563,NA,Q,Luca Vanni,R,198,ITA,29.9,6-3 3-6 6-3 6-4,R128,152,7,1,127,83,61,24,19,5,6,9,3,118,65,42,33,18,7,10,26,1320,102,505
Roland Garros,2015-05-24,104755,20,NA,Richard Gasquet,R,185,FRA,28.9,105325,NA,Q,Germain Gigounon,R,NA,BEL,26,6-3 6-4 6-0,R128,104,6,2,77,46,32,19,13,4,6,1,3,67,30,16,13,12,0,7,21,1625,209,229
Roland Garros,2015-05-24,104122,NA,NA,Carlos Berlocq,R,183,ARG,32.3,105011,NA,Q,Illya Marchenko,R,185,UKR,27.7,4-6 3-6 6-3 7-5 6-2,R128,248,11,4,163,107,72,33,24,13,17,8,6,153,90,66,27,24,11,17,111,480,127,427
Roland Garros,2015-05-24,104229,NA,NA,Yen Hsun Lu,R,180,TPE,31.7,104882,NA,NA,Blaz Kavcic,R,188,SLO,28.2,6-7(4) 6-1 6-1 7-5,R128,182,15,2,138,89,68,20,19,9,11,11,2,141,100,63,14,19,10,18,65,754,79,649
Roland Garros,2015-05-24,104731,15,NA,Kevin Anderson,R,203,RSA,29,105065,NA,NA,Tim Smyczek,R,175,USA,27.4,6-4 6-4 6-2,R128,113,9,6,84,48,42,20,14,10,10,0,2,85,60,40,12,14,6,10,17,1970,73,688
Roland Garros,2015-05-24,106058,NA,NA,Jack Sock,R,185,USA,22.6,105777,10,NA,Grigor Dimitrov,R,188,BUL,24,7-6(7) 6-2 6-3,R128,115,3,5,104,58,47,28,15,6,6,4,4,84,54,37,19,14,5,8,37,1125,11,2760
Roland Garros,2015-05-24,105807,NA,NA,Pablo Carreno Busta,R,188,ESP,23.8,103607,NA,NA,Victor Estrella,R,173,DOM,34.8,6-3 6-1 6-0,R128,83,2,1,62,36,27,19,11,2,2,0,1,75,50,23,10,11,8,15,61,825,49,945
Roland Garros,2015-05-24,106432,NA,NA,Borna Coric,R,188,CRO,18.5,105023,NA,NA,Sam Querrey,R,198,USA,27.6,7-6(8) 6-3 0-6 6-3,R128,160,6,2,124,78,49,30,18,5,8,16,3,108,65,49,24,18,2,5,46,970,38,1115
Roland Garros,2015-05-24,103990,18,NA,Tommy Robredo,R,180,ESP,33,104979,NA,LL,Andrey Golubev,R,185,KAZ,27.8,3-6 6-1 7-5 6-3,R128,152,4,1,122,88,61,15,18,7,11,0,4,125,87,50,18,19,5,13,19,1755,135,386
Roland Garros,2015-05-24,103781,NA,NA,Jurgen Melzer,L,183,AUT,34,105173,30,NA,Adrian Mannarino,L,183,FRA,26.9,7-6(5) 6-3 7-6(4),R128,156,2,6,110,63,46,26,16,6,10,3,6,126,82,49,21,17,8,14,110,480,32,1223
Roland Garros,2015-05-24,105723,NA,NA,Andrey Kuznetsov,R,185,RUS,24.2,104291,NA,NA,Malek Jaziri,R,185,TUN,31.3,6-3 6-2 6-4,R128,86,7,1,64,33,28,24,14,0,1,1,3,74,43,28,13,13,4,9,120,465,85,618
Roland Garros,2015-05-24,104597,NA,NA,Nicolas Almagro,R,183,ESP,29.7,105238,NA,NA,Alexandr Dolgopolov,R,180,UKR,26.5,6-3 2-6 6-4 7-6(6),R128,146,8,3,128,88,64,16,20,6,9,14,3,124,70,52,27,19,8,11,154,335,69,705
Roland Garros,2015-05-24,104745,6,NA,Rafael Nadal,L,185,ESP,28.9,111460,NA,WC,Quentin Halys,R,191,FRA,18.5,6-3 6-3 6-4,R128,110,0,1,72,50,41,14,14,1,2,5,4,87,59,36,10,14,4,9,7,4570,296,159
Roland Garros,2015-05-24,104918,3,NA,Andy Murray,R,190,GBR,28,106032,NA,LL,Facundo Arguello,R,178,ARG,22.8,6-3 6-3 6-1,R128,105,5,2,73,46,38,15,13,2,3,4,1,75,52,28,10,12,2,8,3,7040,137,385
Roland Garros,2015-05-24,105311,NA,NA,Joao Sousa,R,185,POR,26.1,105577,NA,NA,Vasek Pospisil,R,193,CAN,24.9,6-3 7-6(5) 6-1,R128,114,8,3,76,48,40,16,13,3,5,7,5,112,67,35,22,15,7,14,44,1008,53,895
Roland Garros,2015-05-24,106378,NA,Q,Kyle Edmund,R,188,GBR,20.3,103565,NA,Q,Stephane Robert,R,185,FRA,35,2-6 6-4 6-3 5-7 6-2,R128,177,8,2,160,94,59,31,24,10,18,7,4,144,82,54,24,23,6,15,121,447,558,56
Roland Garros,2015-05-24,106401,29,NA,Nick Kyrgios,R,193,AUS,20,104797,NA,NA,Denis Istomin,R,188,UZB,28.7,6-3 6-4 6-3,R128,98,7,2,89,62,49,11,14,9,11,5,4,89,59,33,16,14,5,11,30,1250,77,655
Roland Garros,2015-05-24,105676,17,NA,David Goffin,R,180,BEL,24.4,105936,NA,NA,Filip Krajinovic,R,185,SRB,23.2,3-6 6-2 7-6(3) 6-1,R128,140,12,6,99,49,40,24,17,3,7,6,4,124,78,43,21,19,6,14,18,1835,99,527
Roland Garros,2015-05-24,105053,NA,NA,Santiago Giraldo,R,188,COL,27.4,105385,NA,NA,Donald Young,L,183,USA,25.8,6-4 7-5 6-3,R128,151,6,1,91,61,38,15,15,2,7,3,5,125,72,38,21,16,18,27,64,755,52,910
Roland Garros,2015-05-24,104871,NA,NA,Jeremy Chardy,R,188,FRA,28.2,103582,NA,Q,Michael Berrer,L,193,GER,34.8,4-6 6-3 6-4 6-4,R128,144,9,5,94,51,44,33,20,0,1,8,2,120,80,58,20,19,7,10,45,985,145,361
Roland Garros,2015-05-24,104545,16,NA,John Isner,R,206,USA,30,104312,NA,NA,Andreas Seppi,R,190,ITA,31.2,7-5 6-2 6-3,R128,101,21,0,87,65,49,11,15,2,4,2,6,93,56,35,15,14,8,14,16,1980,39,1100
Roland Garros,2015-05-24,105227,9,NA,Marin Cilic,R,198,CRO,26.6,104898,NA,NA,Robin Haase,R,190,NED,28.1,6-2 6-4 6-2,R128,97,14,1,70,45,40,15,13,1,1,3,2,86,59,36,11,13,1,6,10,3370,80,647
Roland Garros,2015-05-24,105063,NA,Q,Andrea Arnaboldi,L,180,ITA,27.4,105902,NA,NA,James Duckworth,R,183,AUS,23.3,4-6 6-7(5) 7-6(4) 7-6(2) 6-0,R128,250,13,5,186,103,81,49,26,14,16,16,9,187,101,77,43,26,13,17,187,261,83,626
Roland Garros,2015-05-24,105668,NA,NA,Jerzy Janowicz,R,203,POL,24.5,111506,NA,WC,Maxime Hamou,R,185,FRA,19.9,6-7(4) 6-3 6-4 6-4,R128,175,15,6,132,86,64,26,21,7,10,1,2,148,99,63,24,20,13,19,50,940,225,213
Roland Garros,2015-05-24,104919,23,NA,Leonardo Mayer,R,188,ARG,28,106210,NA,NA,Jiri Vesely,L,198,CZE,21.8,3-6 7-6(6) 6-3 5-7 6-2,R128,235,11,5,154,104,75,24,26,3,8,3,6,172,124,86,23,24,12,17,22,1580,41,1053
Roland Garros,2015-05-24,104678,31,NA,Viktor Troicki,R,193,SRB,29.2,105526,NA,NA,Jan Lennard Struff,R,193,GER,25,6-2 6-1 6-7(3) 6-1,R128,144,14,2,129,80,58,29,18,11,12,9,7,108,61,44,19,16,6,13,33,1217,98,533
Roland Garros,2015-05-24,104620,NA,NA,Simone Bolelli,R,183,ITA,29.6,104327,NA,NA,Steve Darcis,R,178,BEL,31.1,6-3 6-4 6-3,R128,103,2,2,69,41,35,21,14,0,0,8,4,101,69,48,10,14,6,10,60,826,76,664
Roland Garros,2015-05-24,104593,NA,NA,Daniel Gimeno Traver,R,185,ESP,29.7,105154,NA,NA,Joao Souza,R,193,BRA,26.9,7-6(5) 6-4 6-4,R128,149,4,4,120,82,62,15,16,10,12,0,1,108,85,52,11,16,4,8,66,746,78,650
Roland Garros,2015-05-24,103970,7,NA,David Ferrer,R,175,ESP,33.1,105041,NA,NA,Lukas Lacko,R,185,SVK,27.5,6-1 6-3 6-1,R128,82,8,5,70,43,34,15,12,4,5,4,1,66,40,18,10,11,2,9,8,4490,94,567
Roland Garros,2015-05-24,105453,5,NA,Kei Nishikori,R,178,JPN,25.4,103908,NA,WC,Paul Henri Mathieu,R,185,FRA,33.3,6-3 7-5 6-1,R128,130,7,3,79,39,31,23,14,1,3,2,3,99,50,30,19,14,8,15,5,5220,125,429
Roland Garros,2015-05-24,105064,NA,NA,Thomaz Bellucci,L,188,BRA,27.4,104594,NA,NA,Marinko Matosevic,R,194,AUS,29.7,6-1 6-2 6-4,R128,90,5,2,73,42,27,22,13,2,4,2,1,76,49,26,10,12,3,10,40,1065,100,526
Roland Garros,2015-05-24,103794,NA,NA,Benjamin Becker,R,178,GER,33.9,105074,NA,NA,Ruben Bemelmans,L,183,BEL,27.3,6-3 6-7(5) 2-6 7-6(4) 6-2,R128,216,11,7,182,119,79,34,25,8,12,18,3,167,120,80,23,24,8,13,48,965,95,546
Roland Garros,2015-05-24,104269,32,NA,Fernando Verdasco,L,188,ESP,31.5,106121,NA,Q,Taro Daniel,R,191,JPN,22.3,6-3 6-4 6-2,R128,95,5,2,69,41,33,19,14,0,1,3,0,72,55,32,10,13,4,9,34,1180,168,303
Roland Garros,2015-05-24,105138,19,NA,Roberto Bautista Agut,R,183,ESP,27.1,104252,NA,NA,Florian Mayer,R,190,GER,31.6,6-3 6-1 6-3,R128,93,4,0,74,51,41,14,13,2,3,3,3,83,53,28,13,12,7,13,20,1750,527,63
Roland Garros,2015-05-24,104586,NA,NA,Lukas Rosol,R,196,CZE,29.8,111200,NA,Q,Elias Ymer,R,183,SWE,19.1,6-2 7-6(7) 6-3,R128,114,6,4,82,50,42,22,15,0,1,1,2,93,50,32,25,14,3,7,43,1035,175,283
Roland Garros,2015-05-24,104338,NA,NA,Juan Monaco,R,185,ARG,31.1,105643,NA,NA,Federico Delbonis,L,190,ARG,24.6,6-7(4) 6-2 6-1 6-7(6) 6-2,R128,208,0,1,135,103,68,20,23,4,9,4,8,165,106,68,22,24,12,24,35,1170,82,627
Roland Garros,2015-05-24,104559,NA,NA,Teymuraz Gabashvili,R,188,RUS,30,103852,11,NA,Feliciano Lopez,L,188,ESP,33.6,6-3 7-6(9) 6-3,R128,130,9,3,108,73,53,23,16,2,2,10,2,90,55,41,21,14,8,10,74,677,12,2280
Roland Garros,2015-05-24,104542,14,NA,Jo-Wilfried Tsonga,R,188,FRA,30.1,105872,NA,Q,Christian Lindell,R,193,SWE,23.5,6-1 6-2 6-2,R128,92,4,2,63,44,40,11,12,1,1,0,5,75,43,27,10,11,7,13,15,2045,214,225
Roland Garros,2015-05-24,104534,NA,NA,Dudi Sela,R,175,ISR,30.1,105062,NA,NA,Mikhail Kukushkin,R,183,KAZ,27.4,7-6(5) 6-3 7-6(4),R128,152,1,3,122,78,56,22,17,5,8,3,1,112,69,44,21,16,2,6,91,580,58,842
Roland Garros,2015-05-24,104665,NA,NA,Pablo Andujar,R,180,ESP,29.3,105077,NA,NA,Albert Ramos,L,188,ESP,27.3,6-2 6-4 7-6(3),R128,158,2,2,102,67,46,19,15,7,10,7,2,114,67,39,21,15,10,16,42,1050,63,780
Roland Garros,2015-05-24,104259,22,NA,Philipp Kohlschreiber,R,178,GER,31.6,104424,NA,NA,Go Soeda,R,178,JPN,30.7,6-1 6-0 6-2,R128,86,5,2,61,36,31,16,11,1,1,0,1,64,36,14,13,10,3,10,28,1285,92,575
Roland Garros,2015-05-24,104926,28,NA,Fabio Fognini,R,178,ITA,28,105147,NA,NA,Tatsuma Ito,R,180,JPN,27,6-3 6-2 6-2,R128,93,9,3,80,51,37,19,13,5,6,3,1,69,44,26,10,12,4,10,27,1295,106,494
Roland Garros,2015-05-24,105332,NA,NA,Benoit Paire,R,196,FRA,26,105671,NA,Q,Gastao Elias,R,178,POR,24.4,5-7 6-3 4-6 6-4 6-2,R128,179,11,6,150,83,61,36,25,10,15,6,7,165,82,55,42,24,7,14,71,698,152,342
Roland Garros,2015-05-24,103285,NA,NA,Radek Stepanek,R,185,CZE,36.4,104471,NA,NA,Ivan Dodig,R,183,CRO,30.3,5-7 6-3 6-4 6-1,R128,161,9,1,114,76,57,20,19,9,11,9,4,94,55,36,21,19,2,8,129,422,119,466
Roland Garros,2015-05-24,104607,4,NA,Tomas Berdych,R,196,CZE,29.6,106415,NA,Q,Yoshihito Nishioka,L,170,JPN,19.6,6-0 7-5 6-3,R128,107,3,2,75,51,42,16,14,3,3,0,1,82,52,30,15,13,7,12,4,5230,146,360
Roland Garros,2015-05-24,104527,8,NA,Stan Wawrinka,R,183,SUI,30.1,104947,NA,NA,Marsel Ilhan,R,190,TUR,27.9,6-3 6-2 6-3,R128,96,10,5,86,50,39,21,13,6,6,6,2,96,60,39,13,13,8,13,9,3845,81,647
Roland Garros,2015-05-24,105583,NA,NA,Dusan Lajovic,R,180,SRB,24.9,104216,NA,NA,Maximo Gonzalez,R,175,ARG,31.8,6-3 6-3 6-1,R128,108,2,1,78,62,46,11,13,2,2,0,1,89,56,30,17,12,8,13,67,730,114,471
Roland Garros,2015-05-24,104660,NA,NA,Sergiy Stakhovsky,R,193,UKR,29.3,105575,NA,NA,Ricardas Berankis,R,175,LTU,24.9,6-2 7-5 6-1,R128,84,4,2,75,45,38,19,14,0,1,0,4,89,58,31,16,13,4,10,54,894,93,573
Roland Garros,2015-05-24,105449,NA,NA,Steve Johnson,R,188,USA,25.4,104198,26,NA,Guillermo Garcia Lopez,R,188,ESP,31.9,6-3 6-3 6-7(1) 3-6 6-3,R128,209,9,6,160,91,59,39,24,10,15,4,5,155,89,57,35,24,6,14,56,850,24,1335
Roland Garros,2015-05-24,105208,24,NA,Ernests Gulbis,R,190,LAT,26.7,104997,NA,Q,Igor Sijsling,R,190,NED,27.7,6-4 6-4 7-6(3),R128,139,15,5,96,54,42,25,16,4,6,0,1,110,78,50,15,16,5,9,29,1275,166,311
Roland Garros,2015-05-24,103917,NA,WC,Nicolas Mahut,R,190,FRA,33.3,106293,NA,Q,Kimmer Coppejans,R,180,BEL,21.2,6-3 6-4 7-6(4),R128,145,15,0,117,79,56,17,16,10,13,6,3,102,69,42,19,15,9,14,116,469,107,494
Roland Garros,2015-05-24,105373,NA,NA,Martin Klizan,L,190,SVK,25.8,126207,NA,WC,Frances Tiafoe,R,188,USA,17.3,6-2 6-1 6-4,R128,100,5,2,69,46,38,13,13,4,5,11,2,90,54,33,12,12,8,14,36,1170,287,168
Roland Garros,2015-05-24,104468,12,NA,Gilles Simon,R,183,FRA,30.4,106298,NA,WC,Lucas Pouille,R,185,FRA,21.2,3-6 6-1 6-2 6-4,R128,136,7,3,94,51,42,23,17,3,5,4,4,106,52,30,30,17,9,15,13,2210,90,581
Roland Garros,2015-05-24,104792,13,NA,Gael Monfils,R,193,FRA,28.7,104273,NA,WC,Edouard Roger Vasselin,R,188,FRA,31.4,6-2 6-7(5) 6-1 7-5,R128,158,18,7,136,82,62,26,20,12,15,3,3,124,83,51,18,19,4,12,14,2065,123,432
Roland Garros,2015-05-24,106043,NA,NA,Diego Schwartzman,R,170,ARG,22.7,104890,NA,NA,Andreas Haider Maurer,R,190,AUT,28.1,6-3 5-7 6-3 7-6(5),R128,174,7,3,133,83,55,31,21,3,7,8,11,151,79,56,32,21,13,19,62,785,51,926
